Plek,Wijk,Postcode,Plaatsnaam,Prijs,Oppervlakte,Kamers,Interieur,Link,AangebodenSinds,Beschikbaarheid,Woningtype,Bouwjaar,Parkeren,Updated,Status
Brouwerijstraat,Rosmalen-Centrum,5241 CS,Rosmalen,1165,68,3.0,,https://www.huurwoningen.nl/huren/rosmalen/1325018/brouwerijstraat/,15-11-2022,Per 01-12-2022,Appartement,2020.0,Ja,2022-11-20,Active
IJssellaan,Winkelcentrum,6826 DX,Arnhem,850,56,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1325017/ijssellaan/,15-11-2022,Per 01-12-2022,Appartement,2017.0,Ja,2022-11-20,Active
IJssellaan,Winkelcentrum,6826 DX,Arnhem,701,37,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1325016/ijssellaan/,15-11-2022,Per 01-12-2022,Appartement,2017.0,Ja,2022-11-20,Active
Kwartelstraat,Oud Charlois,3082 NE,Rotterdam,1000,53,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324958/kwartelstraat/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Van Beuningenstraat,Blijdorp,3039 WB,Rotterdam,1950,89,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1325014/van-beuningenstraat/,15-11-2022,Per 05-01-2023,Appartement,1937.0,Nee,2022-11-20,Active
Zomerdijk,Industrie Oevers C,7942 JS,Meppel,485,21,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/meppel/1324960/zomerdijk/,15-11-2022,Per 01-12-2022,Kamer,,Ja,2022-11-20,Active
Schuitvlotstraat,Damplein,4331 SZ,Middelburg,1200,110,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/middelburg/1324005/schuitvlotstraat/,15-11-2022,Per 01-12-2022,Appartement,1590.0,Nee,2022-11-20,Active
Ligusterhof,IJburg Zuid,1087 SK,Amsterdam,5500,230,6.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325013/ligusterhof/,15-11-2022,Per 02-01-2023,Huis,2011.0,Ja,2022-11-20,Active
Prinsengracht,Grachtengordel-West,1015 DT,Amsterdam,2650,70,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325012/prinsengracht/,15-11-2022,Per direct,Appartement,1750.0,Nee,2022-11-20,Active
Klein Zundertseweg,Verspreide huizen Sprundel,4714 RR,Sprundel,1500,140,5.0,,https://www.huurwoningen.nl/huren/sprundel/1325009/klein-zundertseweg/,15-11-2022,Per 07-12-2022,Huis,,Ja,2022-11-20,Active
Lagedijk,Oud Zaandijk,1544 BG,Zaandijk,1150,40,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zaandijk/1325008/lagedijk/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Eerste Schinkelstraat,Schinkelbuurt,1075 TX,Amsterdam,1575,55,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325007/eerste-schinkelstraat/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Wandelweg,Wormerveer Zuid,1521 AH,Wormerveer,1250,60,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/wormerveer/1325006/wandelweg/,15-11-2022,Per direct,Appartement,2016.0,Ja,2022-11-20,Active
Doelwijck,De Eilanden,3162 SC,Rhoon,4500,255,7.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rhoon/1325004/doelwijck/,15-11-2022,Per direct,Huis,2002.0,Ja,2022-11-20,Active
Muntweg,Goffert,6532 TP,Nijmegen,320,14,,Kaal,https://www.huurwoningen.nl/huren/nijmegen/1325002/muntweg/,15-11-2022,Per 01-12-2022,Kamer,,Ja,2022-11-20,Active
Rijksweg,en Keer Verspreide huizen,6267 AG,Cadier en Keer,1018,130,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/cadier-en-keer/1325001/rijksweg/,15-11-2022,Per 05-01-2023,Huis,1993.0,Nee,2022-11-20,Active
de Dulf,Bilgaard,8918 EB,Leeuwarden,900,125,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leeuwarden/1325000/de-dulf/,15-11-2022,Per direct,Huis,1970.0,Ja,2022-11-20,Active
Oostersingel,Zeeheldenbuurt,8921 GA,Leeuwarden,1000,50,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leeuwarden/1324999/oostersingel/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Middenweg,Hoogkerk Dorp,9745 BN,Groningen,1155,94,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/groningen/1324004/middenweg/,15-11-2022,Per 01-02-2023,Huis,1952.0,Ja,2022-11-20,Active
Heythuyserweg,Verspreide huizen Horn,6085 NH,Horn,875,87,3.0,,https://www.huurwoningen.nl/huren/horn/1324997/heythuyserweg/,15-11-2022,Per direct,Appartement,1984.0,Nee,2022-11-20,Active
De Lairessestraat,Museumkwartier,1071 PL,Amsterdam,3900,104,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324996/de-lairessestraat/,15-11-2022,Per 01-12-2022,Appartement,1918.0,Nee,2022-11-20,Active
Loosduinsekade,Haag Transvaalkwartier-Noord,2571 BT,Den Haag,1050,50,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324993/loosduinsekade/,15-11-2022,Per 02-12-2022,Appartement,,Nee,2022-11-20,Active
Bekkerstraat,Wittevrouwen,3572 SH,Utrecht,1225,56,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1324987/bekkerstraat/,15-11-2022,Per 01-12-2022,Appartement,1900.0,Nee,2022-11-20,Active
Catharijnesingel,Hooch Boulandt,3511 GN,Utrecht,1425,70,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1324986/catharijnesingel/,15-11-2022,Per 21-11-2022,Appartement,1900.0,Nee,2022-11-20,Active
Jan van Scorelstraat,Schildersbuurt,3583 CP,Utrecht,765,35,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1324985/jan-van-scorelstraat/,15-11-2022,Per 01-12-2022,Appartement,1923.0,Nee,2022-11-20,Active
Hanenburglaan,Haag Bloemenbuurt-Oost,2565 HC,Den Haag,1450,83,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324984/hanenburglaan/,15-11-2022,Per 19-12-2022,Appartement,,Ja,2022-11-20,Active
Houtlaan,Nieuwe Werk,3016 DA,Rotterdam,3750,124,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324983/houtlaan/,15-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Active
Veldmaarschalk Montgomerylaan,Generalenbuurt,5623 LC,Eindhoven,1200,75,3.0,,https://www.huurwoningen.nl/huren/eindhoven/1324982/veldmaarschalk-montgomerylaan/,15-11-2022,Per 01-12-2022,Appartement,1965.0,Nee,2022-11-20,Active
Botersloot,Stadsdriehoek,3011 HE,Rotterdam,1700,104,4.0,,https://www.huurwoningen.nl/huren/rotterdam/1324981/botersloot/,15-11-2022,Per direct,Appartement,2009.0,Nee,2022-11-20,Active
Bronckhorststraat,Museumkwartier,1071 WS,Amsterdam,2100,83,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324980/bronckhorststraat/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Palestrinastraat,De Noork,7557 SX,Hengelo,750,60,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hengelo/1324978/palestrinastraat/,15-11-2022,Per 15-12-2022,Appartement,1958.0,Nee,2022-11-20,Active
P.C. Hooftlaan,Schrijversbuurt,7412 PR,Deventer,730,39,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/deventer/1324977/p-c-hooftlaan/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Hugterweg,Verspreide huizen Somerense Heide,5712 RB,Someren,1300,125,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/someren/1324974/hugterweg/,15-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Active
Oeverstraat,Welgelegen,8921 EM,Leeuwarden,975,50,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leeuwarden/1324973/oeverstraat/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Agricolastraat,Ophoven,6131 JX,Sittard,850,90,2.0,,https://www.huurwoningen.nl/huren/sittard/1324970/agricolastraat/,15-11-2022,Per direct,Appartement,1975.0,Nee,2022-11-20,Active
Zwarteweg,Ministerpark,1412 GD,Naarden,739,30,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/naarden/1324969/zwarteweg/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Smallepad,Smallepad e.o.,3811 MG,Amersfoort,1100,54,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amersfoort/1324968/smallepad/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Smallepad,Smallepad e.o.,3811 MG,Amersfoort,1150,51,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amersfoort/1324967/smallepad/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
De Vrede,Oosterpark,8862 RJ,Harlingen,840,55,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/harlingen/1324963/de-vrede/,15-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Noorderkerkstraat,Hortusbuurt-Ebbingekwartier,9712 RB,Groningen,900,45,,Kaal,https://www.huurwoningen.nl/huren/groningen/1324962/noorderkerkstraat/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Schouwburgring,Binnenstad West,5038 TK,Tilburg,704,26,,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1324961/schouwburgring/,15-11-2022,Per 01-01-2023,Studio,,Nee,2022-11-20,Active
Fongersplaats,Rivierenbuurt,9725 LL,Groningen,1595,100,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1324927/fongersplaats/,15-11-2022,Per 01-01-2023,Appartement,1980.0,Ja,2022-11-20,Active
van Hogendorplaan,Babberspolder West,3135 CP,Vlaardingen,1100,71,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vlaardingen/1324908/van-hogendorplaan/,15-11-2022,Per 01-01-2023,Appartement,1958.0,Ja,2022-11-20,Active
Beatrixstraat,Helder Sluisdijk,1781 EN,Den Helder,1200,163,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-helder/1324959/beatrixstraat/,15-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
van Riesenstraat,Centrum,8442 CC,Heerenveen,975,70,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/heerenveen/1324843/van-riesenstraat/,15-11-2022,Per 14-12-2022,Huis,2022.0,Nee,2022-11-20,Active
Koningin Julianalaan,Bovenveen zuid,2274 JN,Voorburg,1250,105,4.0,,https://www.huurwoningen.nl/huren/voorburg/1324954/koningin-julianalaan/,15-11-2022,Per 01-12-2022,Appartement,1958.0,Nee,2022-11-20,Active
Heemsteedse Dreef,Centrum,2101 KC,Heemstede,3950,182,6.0,,https://www.huurwoningen.nl/huren/heemstede/1324953/heemsteedse-dreef/,15-11-2022,Per direct,Huis,1933.0,Nee,2022-11-20,Active
Willemstraat,Station,4811 AJ,Breda,850,35,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/breda/1324952/willemstraat/,15-11-2022,Per 01-02-2023,Appartement,2012.0,Nee,2022-11-20,Active
Wilhelminasingel,Wyck,6221 BL,Maastricht,1555,59,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1324951/wilhelminasingel/,15-11-2022,Per 01-12-2022,Appartement,2015.0,Ja,2022-11-20,Active
Van Reenenweg,Centrumschil-Noord,3702 SH,Zeist,625,30,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zeist/1324950/van-reenenweg/,15-11-2022,Per 15-01-2023,Appartement,,Ja,2022-11-20,Active
Schalkwijkstraat,Nieuwegracht-Oost,3512 KS,Utrecht,1895,87,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1324949/schalkwijkstraat/,15-11-2022,Per direct,Appartement,1956.0,Nee,2022-11-20,Active
Paul Krugerstraat,Scheldekwartier,4381 WT,Vlissingen,1050,60,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vlissingen/1324946/paul-krugerstraat/,15-11-2022,Per 11-12-2022,Appartement,,Nee,2022-11-20,Active
Ovidiusstraat,Lombardijen,3076 XE,Rotterdam,1295,90,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324945/ovidiusstraat/,15-11-2022,Per 22-11-2022,Appartement,,Nee,2022-11-20,Active
Hof van Groenen,Buitenveldert-Oost,1083 JR,Amsterdam,2350,100,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324944/hof-van-groenen/,15-11-2022,Per 01-02-2023,Appartement,,Ja,2022-11-20,Active
Rozenplein,Steenbergen-Zuid,4651 MX,Steenbergen,1250,94,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/steenbergen-nb/1324942/rozenplein/,15-11-2022,Per direct,Huis,1967.0,Ja,2022-11-20,Active
Roo-Valkstraat,Agniesebuurt,3032 RD,Rotterdam,1995,75,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324941/roo-valkstraat/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Reinevaarstraat,Kruidenbuurt Zuid,5044 HD,Tilburg,610,22,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1324938/reinevaarstraat/,15-11-2022,Per 01-12-2022,Kamer,,Nee,2022-11-20,Active
Crooswijksesingel,Oud Crooswijk,3034 CH,Rotterdam,1725,81,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324935/crooswijksesingel/,15-11-2022,Per direct,Appartement,2020.0,Nee,2022-11-20,Active
Putsebocht,Bloemhof,3073 HK,Rotterdam,750,20,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324934/putsebocht/,15-11-2022,Per direct,Kamer,1914.0,Nee,2022-11-20,Active
Putsebocht,Bloemhof,3073 HK,Rotterdam,750,20,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324933/putsebocht/,15-11-2022,Per 01-01-2023,Kamer,1914.0,Ja,2022-11-20,Active
West-Kruiskade,Oude Westen,3014 AK,Rotterdam,1120,29,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324932/west-kruiskade/,15-11-2022,Per 01-12-2022,Studio,1940.0,Nee,2022-11-20,Active
Steenbokstraat,Twekkelerveld,7521 XC,Enschede,525,10,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/enschede/1324931/steenbokstraat/,15-11-2022,Per 01-12-2022,Kamer,,Nee,2022-11-20,Active
Donkerslootstraat,Hillesluis,3074 WC,Rotterdam,1049,44,2.0,,https://www.huurwoningen.nl/huren/rotterdam/1324930/donkerslootstraat/,15-11-2022,Per direct,Appartement,1934.0,Nee,2022-11-20,Active
Schiedamseweg,Bospolder,3025 AH,Rotterdam,1500,68,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324929/schiedamseweg/,15-11-2022,Per direct,Appartement,1912.0,Nee,2022-11-20,Active
Dr. Van Damstraat,Mekkelholt,7523 XT,Enschede,910,74,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/enschede/1324928/dr-van-damstraat/,15-11-2022,Per 09-01-2023,Appartement,,Nee,2022-11-20,Active
Oeverpad,Meeroevers,9613 AL,Meerstad,1175,124,4.0,Kaal,https://www.huurwoningen.nl/huren/meerstad/1324926/oeverpad/,15-11-2022,Per 01-01-2023,Huis,2012.0,Ja,2022-11-20,Active
Stationsplein,Binnenstad,5611 BB,Eindhoven,2500,110,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1324924/stationsplein/,15-11-2022,Per 01-12-2022,Appartement,1977.0,Nee,2022-11-20,Active
Fazantlaan,Villapark,5613 CC,Eindhoven,3500,225,7.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1324923/fazantlaan/,15-11-2022,Per 02-02-2023,Huis,1906.0,Ja,2022-11-20,Active
Hilledijk,Hillesluis,3074 GA,Rotterdam,1250,65,4.0,,https://www.huurwoningen.nl/huren/rotterdam/1324921/hilledijk/,15-11-2022,Per direct,Appartement,1925.0,Nee,2022-11-20,Active
Abraham Steenhagenstraat,Rumerslanden,7603 SN,Almelo,745,68,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/almelo/1324916/abraham-steenhagenstraat/,15-11-2022,Per 01-12-2022,Huis,,Nee,2022-11-20,Active
Jacob Cremerstraat,Graaf Ottoplein e.o.,6821 DE,Arnhem,688,30,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1324915/jacob-cremerstraat/,15-11-2022,Per direct,Kamer,,Ja,2022-11-20,Active
Randhoeve,Hoeven,3995 GA,Houten,1050,49,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/houten/1324913/randhoeve/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Weidmanstraat,Boschpoort,6219 BV,Maastricht,1795,110,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/maastricht/1324912/weidmanstraat/,15-11-2022,Per 01-01-2023,Huis,1995.0,Nee,2022-11-20,Active
Kadelaan,De Leyens,2725 BL,Zoetermeer,865,54,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zoetermeer/1324909/kadelaan/,15-11-2022,Per 01-12-2022,Appartement,2019.0,Ja,2022-11-20,Active
Vughterstraat,Bosch Binnenstad-Centrum,5211 GE,Den Bosch,1200,55,2.0,,https://www.huurwoningen.nl/huren/den-bosch/1324863/vughterstraat/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
C. van Maasdijkstraat,Prins Bernhardplein en omgeving,3555 VP,Utrecht,1250,52,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1324813/c-van-maasdijkstraat/,15-11-2022,Per 01-01-2023,Appartement,2020.0,Nee,2022-11-20,Active
Uiterweg,Uiterweg,1431 AJ,Aalsmeer,705,110,2.0,Kaal,https://www.huurwoningen.nl/huren/aalsmeer/1324759/uiterweg/,15-11-2022,Per 01-12-2022,Kamer,1937.0,Nee,2022-11-20,Active
Jupiterstraat,Nieuw-Lekkerland-Middelweg,2957 HA,Nieuw-Lekkerland,425,20,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/nieuw-lekkerland/1324738/jupiterstraat/,15-11-2022,Per direct,Kamer,1982.0,Ja,2022-11-20,Active
Krampvenseweg,Verspreide huizen Baarschot,5087 TT,Diessen,900,34,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/diessen/1324711/krampvenseweg/,15-11-2022,Per 20-12-2022,Huis,2000.0,Nee,2022-11-20,Active
Brusselseweg,Bosscherveld,6219 NP,Maastricht,860,110,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1324552/brusselseweg/,15-11-2022,Per 01-01-2023,Appartement,2000.0,Nee,2022-11-20,Active
Venelaan,Rutten-woonkern,8313 AA,Rutten,725,62,3.0,Kaal,https://www.huurwoningen.nl/huren/rutten/1324543/venelaan/,15-11-2022,Per direct,Huis,2000.0,Ja,2022-11-20,Active
Fazantstraat,Mekkelholt,7523 EB,Enschede,825,24,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/enschede/1324535/fazantstraat/,15-11-2022,Per 01-12-2022,Studio,,Nee,2022-11-20,Active
Leimuidenstraat,Hoofddorppleinbuurt,1059 EE,Amsterdam,2500,130,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324906/leimuidenstraat/,15-11-2022,Per 01-12-2022,Appartement,1930.0,Ja,2022-11-20,Active
Parkweg,Stadscentrum,6511 BM,Nijmegen,1250,45,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nijmegen/1324905/parkweg/,15-11-2022,Per 01-01-2023,Appartement,1881.0,Nee,2022-11-20,Active
Deltastraat,Centrum Almere Haven,1353 BS,Almere,1325,85,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/almere/1324903/deltastraat/,15-11-2022,Per 01-12-2022,Appartement,1988.0,Nee,2022-11-20,Active
Mistralstraat,Oud IJsselmonde,3077 ZB,Rotterdam,1650,82,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324901/mistralstraat/,15-11-2022,Per 01-01-2023,Appartement,1998.0,Nee,2022-11-20,Active
Johan de Meesterstraat,Rubroek,3031 SM,Rotterdam,1395,60,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324898/johan-de-meesterstraat/,15-11-2022,Per direct,Appartement,1948.0,Nee,2022-11-20,Active
Fluitekruidweg,Kogerveld,1508 AA,Zaandam,1700,67,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zaandam/1324890/fluitekruidweg/,15-11-2022,Per 01-01-2023,Appartement,2022.0,Ja,2022-11-20,Active
Lage Nieuwstraat,Haag Kortenbos,2512 VX,Den Haag,1195,40,2.0,,https://www.huurwoningen.nl/huren/den-haag/1324894/lage-nieuwstraat/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Bemuurde Weerd O.Z.,Lauwerecht,3514 AN,Utrecht,1250,50,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1324435/bemuurde-weerd-o-z/,15-11-2022,Per direct,Studio,,Nee,2022-11-20,Active
Vegelinsoord,Groot IJsselmonde,3079 KP,Rotterdam,815,57,2.0,Kaal,https://www.huurwoningen.nl/huren/rotterdam/1324892/vegelinsoord/,15-11-2022,Per 01-12-2022,Appartement,1966.0,Ja,2022-11-20,Active
Schoolstraat,Borgharen,6223 BE,Maastricht,365,14,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323512/schoolstraat/,15-11-2022,Per direct,Kamer,1940.0,Ja,2022-11-20,Active
Kesselskade,Binnenstad,6211 EN,Maastricht,1335,88,3.0,Kaal,https://www.huurwoningen.nl/huren/maastricht/1324891/kesselskade/,15-11-2022,Per direct,Appartement,2017.0,Nee,2022-11-20,Active
Putstraat,Centrum,5142 RL,Waalwijk,1275,86,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/waalwijk/1266166/putstraat/,15-11-2022,Per direct,Appartement,2021.0,Ja,2022-11-20,Active
Bloemendalstraat,Vaals,6291 CL,Vaals,695,71,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vaals/1115149/bloemendalstraat/,15-11-2022,Per 01-12-2022,Appartement,1930.0,Nee,2022-11-20,Active
Paganinistraat,aan den IJssel Puccinibuurt,2901 KG,Capelle aan den IJssel,1200,55,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/capelle-aan-den-ijssel/1324106/paganinistraat/,15-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Graaf Florisstraat,Middelland,3021 CE,Rotterdam,600,20,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324672/graaf-florisstraat/,15-11-2022,Per direct,Kamer,,Nee,2022-11-20,Active
Koningin Wilhelminalaan,Haarwijk West,4205 ET,Gorinchem,665,50,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/gorinchem/1219640/koningin-wilhelminalaan/,15-11-2022,Per direct,Appartement,1958.0,Nee,2022-11-20,Active
Laan van Nieuw-Oost-Indië,Haag Bezuidenhout-Midden,2593 BP,Den Haag,1195,70,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324889/laan-van-nieuw-oost-indie/,15-11-2022,Per 01-02-2023,Appartement,1910.0,Nee,2022-11-20,Active
Silenenstraat,Bosch Orthenpoort,5212 XG,Den Bosch,900,50,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1324888/silenenstraat/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Spiegelmakerstraat,Emerald Zuid,2645 KW,Delfgauw,1800,130,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/delfgauw/1324887/spiegelmakerstraat/,15-11-2022,Per 01-01-2023,Huis,2002.0,Nee,2022-11-20,Active
Kartuizersstraat,Het Zand Noord-Oost,5042 AX,Tilburg,915,60,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1324885/kartuizersstraat/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Borneolaan,Oostelijk Havengebied,1019 KL,Amsterdam,1700,59,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324884/borneolaan/,15-11-2022,Per direct,Appartement,1986.0,Nee,2022-11-20,Active
Laanstraat,Slotjes-Midden,4902 PN,Oosterhout,1495,180,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/oosterhout-nb/1324883/laanstraat/,15-11-2022,Per 01-01-2023,Appartement,1940.0,Ja,2022-11-20,Active
Schakelweg,Rotterdam Hoogvliet Zuid,3192 JP,Hoogvliet Rotterdam,650,52,2.0,Kaal,https://www.huurwoningen.nl/huren/hoogvliet-rotterdam/919887/schakelweg/,15-11-2022,Per direct,Appartement,1983.0,Nee,2022-11-20,Active
Ginnekenweg,Zandberg,4818 JH,Breda,245,9,1.0,,https://www.huurwoningen.nl/huren/breda/1324488/ginnekenweg/,15-11-2022,Per 01-12-2022,Kamer,,Nee,2022-11-20,Active
Willemstraat,Station,4811 AJ,Breda,1040,37,2.0,,https://www.huurwoningen.nl/huren/breda/1324706/willemstraat/,15-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Active
Lange Brugstraat,Noord 1,4871 CL,Etten-Leur,690,25,1.0,,https://www.huurwoningen.nl/huren/etten-leur/1324872/lange-brugstraat/,15-11-2022,Per 01-12-2022,Studio,,Nee,2022-11-20,Active
Kruisstraat,Gildebuurt,5612 CJ,Eindhoven,1995,67,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/eindhoven/1324881/kruisstraat/,15-11-2022,Per 20-11-2022,Appartement,,Ja,2022-11-20,Active
Rochussenstraat,Middelland,3021 NV,Rotterdam,1750,82,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324880/rochussenstraat/,15-11-2022,Per 01-01-2023,Appartement,1997.0,Nee,2022-11-20,Active
Hoofdstraat,Jansteen Walhoek,4564 AM,Sint Jansteen,1200,124,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/sint-jansteen/1324878/hoofdstraat/,15-11-2022,Per direct,Appartement,2000.0,Nee,2022-11-20,Active
Vredehoflaan,Vredehof Zuid,4382 CJ,Vlissingen,1250,93,3.0,,https://www.huurwoningen.nl/huren/vlissingen/1324877/vredehoflaan/,15-11-2022,Per direct,Appartement,2006.0,Nee,2022-11-20,Active
Capucijnenstraat,Statenkwartier,6211 RN,Maastricht,893,40,3.0,,https://www.huurwoningen.nl/huren/maastricht/1324876/capucijnenstraat/,15-11-2022,Per 01-12-2022,Appartement,2016.0,Nee,2022-11-20,Active
Berlagelaan,Architectenbuurt,2033 XS,Haarlem,1339,105,3.0,,https://www.huurwoningen.nl/huren/haarlem/1324874/berlagelaan/,15-11-2022,Per direct,Appartement,2011.0,Nee,2022-11-20,Active
Kajuit,Lewenborg-Noord,9733 CH,Groningen,1000,106,3.0,,https://www.huurwoningen.nl/huren/groningen/1324873/kajuit/,15-11-2022,Per direct,Appartement,2009.0,Nee,2022-11-20,Active
